Required Tenor,Discount factor,Zero_Rate_Cubic_spline,"phi(T1, T2)",sigma_r_square,sigma_s_square
0.08333333333333333,0.9986592499456408,0.016099795966851023,0.001342041915595139,0.00623488457694546,0.29189462071986805
0.16944444444444445,0.9972851669245654,0.016043753614937463,0.002719483348208077,0.001444028295029971,0.07876667814052038
0.25277777777777777,0.9959764302694879,0.015949527292520173,0.004033157663204125,0.0006274846691747,0.037882901196802786
0.338888888888889,0.9946525687413815,0.01582164573762793,0.005363786376604124,0.00034399033339654926,0.02519566555375478
0.4222222222222222,0.9934194601691013,0.015636995623950725,0.006604778231747911,0.00021720979565736527,0.01722027680434112
0.5083333333333333,0.9921644089144059,0.015474984859691412,0.007869476662124479,0.0001494192532373061,0.013190753671903397
0.5944444444444444,0.9909591923188258,0.015278002630223312,0.009085473262374534,0.00010877038646706747,0.010350553693131105
0.6777777777777778,0.9898390630131392,0.015068230349349787,0.010216935598911578,8.28009167759994e-05,0.008091301728015485
0.7638888888888888,0.9887036423060381,0.014872118598114478,0.011365193520538823,6.511662850211117e-05,0.006826738540424236
0.8472222222222222,0.9876721670962488,0.014641319185791271,0.012409472787107289,5.2589982110334546e-05,0.00553332873639175
0.9333333333333333,0.9866420530511215,0.014408535937794177,0.013453512137046809,4.33561181718323e-05,0.004371591136087802
1.0166666666666666,0.9856710746414177,0.014195976131098935,0.014438595436110889,3.637883352484809e-05,0.0034739989314795635
1.1416666666666666,0.9842458435008598,0.013909114317179224,0.01588774252420345,3.4658639337260656e-05,
1.3944444444444444,0.9814330142004387,0.013440130988497032,0.018767420370749487,5.961665330872404e-05,5.599560148031415e-11
1.6472222222222221,0.9786922240227676,0.01307538442692943,0.021581702209181236,6.107336947883918e-05,0.00036714164376407035
1.9,0.9760034055747813,0.012783791187741448,0.02435057570956383,5.620856819838624e-05,0.0005101694358251929
2.1527777777777777,0.9733327370323653,0.012555538850827854,0.027107048377599523,4.9204018026257934e-05,0.0005423817164463494
2.4055555555555554,0.9706564761560286,0.012380781140401122,0.029876811104577423,4.291948264232124e-05,0.0005236960756795658
2.6777777777777776,0.9677549567091319,0.012240137295712961,0.03289098479302143,3.809244496227729e-05,0.0004828172144999672
2.9305555555555554,0.9650420566217823,0.012142269930313108,0.03571460464560287,3.339601847249304e-05,0.00044363851572174336
3.1638888888888888,0.9625298385025107,0.012070655323348733,0.038334117823011486,2.9298197110138852e-05,0.00040737017746170153
3.436111111111111,0.9595906312646715,0.012004417173287001,0.041412879690849703,2.627713049046553e-05,0.00037054456594368346
3.688888888888889,0.9568449610446451,0.011958588930211919,0.044294665189411275,2.3482663652048355e-05,0.00034261721363094754
3.941666666666667,0.9540758906205095,0.011926949881040363,0.04720921103772007,2.1109020590633762e-05,0.0003196815441503885
4.194444444444445,0.9512767466437313,0.01190866955036139,0.05016379399151395,1.9078700480138252e-05,0.00030097680979726456
4.447222222222222,0.9484391638807719,0.011903527260761887,0.0531675630108191,1.7330269660285924e-05,0.0002859311796372419
4.7,0.9455534200754229,0.011911679402789411,0.05623121614569886,1.581488338620158e-05,0.00027407862849934054
4.9527777777777775,0.9426097475596857,0.011933287956098076,0.059365637256029336,1.4493504585415285e-05,0.00026318891970720425
5.2056,0.9395993179713042,0.011968217317689881,0.06257925114996636,1.3257756356905355e-05,0.0002546133568293925
6.021917808219178,0.92956933682212,0.012128009896630106,0.07380281735394577,2.4145348784220676e-05,
7.027397260273973,0.917028053756105,0.012325646468063639,0.08830062955752846,3.3991293542399386e-05,
8.027397260273972,0.903823063779564,0.012597067315301446,0.10370479680834765,3.575503949261663e-05,
9.027397260273972,0.89016150433645,0.012888805468247222,0.11983521814352954,3.463175731691361e-05,
10.024657534246575,0.876107273658474,0.013194140206494197,0.13664198582573536,3.2453440420179536e-05,
12.024657534246575,0.847769398398421,0.013733997459143284,0.1762827818173726,4.99295655450515e-05,
15.03013698630137,0.805947019560853,0.01435364636978266,0.24931051369827584,8.207038548173845e-05,
20.035616438356165,0.740914173328572,0.014966870961243798,0.42253251229801214,0.00014020332382785221,
25.041095890410958,0.684354021964359,0.015146298746045856,0.6070728757492683,0.00014729481832129654,
30.043835616438358,0.634228818875816,0.015156036746382774,0.788103122797118,0.00013721616415095152,
k,theta,rho,ed_fund_rate_fitting_used_model,,
0.03,0.01,0.22,Cubic_spline,,
